Brand,Model,Price,processor_brand,processor_tier,num_cores,num_threads,RAM,primary_storage_type,Storage,gpu_brand,gpu_type,display_size,OS
tecno,Tecno Megabook T1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),23990,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
tecno,Tecno Megabook T1 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),35990,intel,core i7,4,8,16,SSD,1024,intel,integrated,15.6,windows
hp,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51100,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,15.6,windows
acer,Acer Extensa EX214-53 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),39990,intel,core i5,12,16,8,SSD,512,intel,integrated,14,windows
lenovo,Lenovo V15 82KDA01BIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),28580,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
apple,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),70990,apple,m1,8,8,8,SSD,256,apple,apple,13.3,mac
infinix,Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),34990,intel,core i5,4,8,16,SSD,512,intel,integrated,15.6,windows
asus,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
infinix,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),59990,intel,core i9,14,20,32,SSD,1024,intel,integrated,15.6,windows
dell,Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
samsung,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),64990,intel,core i5,12,16,16,SSD,512,intel,integrated,13.3,windows
msi,MSI Thin GF63 12UC-846IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphics),52990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),57390,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,16,windows
lenovo,Lenovo IdeaPad Slim 3 82H803LKIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),47490,intel,core i5,4,8,16,SSD,512,intel,integrated,15.6,windows
hp,HP Omen 16-wf1025TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),153990,intel,core i7,20,28,16,SSD,1024,nvidia,dedicated,16.1,windows
lenovo,Lenovo V15 G3 IAP 82TTA08AIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11),49990,intel,core i7,10,12,16,SSD,512,intel,integrated,15.6,windows
asus,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),75990,intel,core i7,8,16,16,SSD,1024,nvidia,dedicated,15.6,windows
hp,HP Victus 15-fb1017AX Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),55490,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
wings,Wings Nuvobook V1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),27990,intel,core i5,4,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP 255 G9 840T7PA Laptop (AMD Athlon Silver-3050U/ 4GB/ 256GB SSD/ DOS),19299,amd,other,2,2,4,SSD,256,amd,integrated,15.6,dos
lenovo,Lenovo V15 G4 82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),27990,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),399900,apple,m3,16,16,8,SSD,1024,apple,apple,16.2,mac
asus,Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),39990,intel,core i3,10,12,8,SSD,512,intel,integrated,15.6,windows
asus,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),27990,intel,core i3,2,4,8,SSD,256,intel,integrated,15.6,windows
acer,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),77990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Victus 16-s0094AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),78990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16.1,windows
ultimus,Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),19990,intel,core i5,4,8,8,SSD,512,intel,integrated,14.1,windows
hp,HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),71999,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
msi,MSI GF63 Thin 11UC-1294IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),66780,intel,core i7,8,16,16,HDD,1024,nvidia,dedicated,15.6,windows
samsung,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),44990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
samsung,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),47990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),46990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,16,windows
apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),102990,apple,m2,8,8,8,SSD,256,apple,apple,13.6,mac
dell,Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),68239,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),46990,intel,core i5,10,12,16,SSD,1024,intel,integrated,15.6,windows
acer,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),34990,intel,core i3,6,8,16,SSD,512,intel,integrated,15.6,windows
hp,HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),53990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,16,windows
asus,Asus ROG Flow X13 GV301RC-LJ132WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),113571,amd,ryzen 9,8,16,16,SSD,512,nvidia,dedicated,13.4,windows
hp,HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),88800,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),53570,amd,ryzen 5,6,12,16,SSD,512,amd,dedicated,15.6,windows
hp,HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),116990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16,windows
hp,HP Victus 15-fa0555TX  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),70810,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),81290,intel,core i5,10,16,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),35950,intel,core i5,4,8,8,SSD,512,intel,integrated,14,windows
asus,Asus ROG Strix SCAR 16 2023 G634JZ-NM057WS Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),269990,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,16,windows
msi,MSI Thin GF63 12VE-071IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),69990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell Vostro 3425 Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),39649,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,14,windows
infinix,Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),29990,intel,core i5,4,8,8,SSD,512,intel,integrated,15.6,windows
acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),83590,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,16.1,windows
hp,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54490,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),42499,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,15.6,windows
infinix,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),27990,intel,core i3,6,8,8,SSD,512,intel,integrated,14,windows
hp,HP Omen 16-u0005TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),147990,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,16.1,windows
asus,Asus TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),74085,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,17.3,windows
dell,Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),86490,intel,core i7,12,16,16,SSD,1024,intel,integrated,14,windows
asus,Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),60990,intel,core i7,10,16,16,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo Ideapad Gaming 3 82SB00NXIN Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),72490,intel,core i5,12,16,16,SSD,512,intel,integrated,16,windows
asus,Asus VivoBook 14 X415EA-EK344WS Notebook (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),35990,intel,core i3,2,4,16,SSD,512,intel,integrated,14,windows
asus,Asus TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 8GB Graph),108990,intel,core i7,14,20,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69999,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),71990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),119990,apple,m2,8,8,8,SSD,256,apple,apple,15.3,mac
infinix,Infinix INBook Y1 Plus Neo XL30 Laptop (Intel Celeron N5100/ 8GB/ 512GB SSD/ Win 11 Home),26990,intel,celeron,4,4,8,SSD,512,intel,integrated,15.6,windows
hp,HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),77899,intel,core i5,10,12,16,SSD,1024,intel,integrated,14,windows
primebook,Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 64GB eMMC/ Android 11),14990,other,other,8,0,4,HDD,64,arm,integrated,11.6,android
dell,Dell Inspiron 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),50000,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
acer,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Victus 15-fa0070TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49999,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,16.1,windows
asus,Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),72490,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook S15 OLED K3502ZA-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69689,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
iball,iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),9800,intel,other,4,0,2,HDD,32,intel,integrated,11.6,windows
ultimus,Ultimus Lite NU14U3INC54BN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),15990,intel,celeron,2,2,8,SSD,256,intel,integrated,14.1,windows
dell,Dell G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),83990,intel,core i5,10,16,16,SSD,1024,nvidia,dedicated,15.6,windows
asus,Asus VivoBook 14 X1400EA-EK543WS Notebook (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),46990,intel,core i5,4,8,16,SSD,512,intel,integrated,14,windows
hp,HP Pavilion 15-EG2119TU Laptop (12th Gen Core i5/12GB RAM/ 512GB SSD/ Win11),60990,intel,core i5,12,16,12,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Slim 3 82X60013IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),44990,intel,core i3,5,6,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo ThinkBook 15 G5 21JF002JIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ Win11),34990,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
hp,HP Victus 15-fa1145TX Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),66990,intel,core i5,8,12,16,SSD,1024,nvidia,dedicated,15.6,windows
lenovo,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),24440,amd,other,2,2,8,SSD,512,amd,integrated,15.6,windows
hp,HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Thin GF63 11SC-1629IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
ultimus,Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),11990,intel,celeron,2,2,4,SSD,128,intel,integrated,14.1,windows
lenovo,Lenovo ThinkBook 15 G5 21JFA00BIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ Win11),48990,amd,ryzen 7,8,16,8,SSD,512,amd,integrated,15.6,windows
msi,MSI Katana 15 B13UDXK-1482IN Gaming Laptop (13th Gen Core i5/ 32GB/ 1TB SSD/ Win11 Home/ 6GB Graph),74990,intel,core i5,12,16,32,SSD,1024,nvidia,dedicated,15.6,windows
msi,MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,15.6,windows
asus,Asus Vivobook 15 X1502ZA-EJ544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),53990,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),81689,intel,core i9,14,20,16,SSD,512,intel,integrated,16,windows
lenovo,Lenovo IdeaPad Gaming 3 82SB00V3IN Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63889,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo IdeaPad Slim 3 82RK00VWIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37040,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
asus,Asus ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),94990,intel,core i5,10,16,16,SSD,512,nvidia,dedicated,16,windows
infinix,Infinix INBook X2 Slim Series XL23 2023 Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home),35990,intel,core i5,4,8,16,SSD,1024,intel,integrated,14,windows
asus,Asus Vivobook Pro 15 M6500RC-HN741WS Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),72990,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Victus 15-fb1016AX  Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55990,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),94990,amd,ryzen 7,8,16,16,SSD,1024,amd,integrated,14,windows
hp,HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),51800,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
hp,HP Victus15-fb0147AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49775,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,15.6,windows
asus,Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),53990,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),79990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Modern 15 B11M-061IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),41990,intel,core i5,4,8,16,SSD,512,intel,integrated,15.6,windows
acer,Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),37990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook 14X K3405ZFB-KM752WS Laptop (12th Gen Core i7 /16GB/ 1TB SSD/Win11/ 4GB Graphic),85990,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,14,windows
acer,Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),39499,intel,core i5,4,8,8,SSD,512,intel,integrated,15.6,windows
infinix,Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),57990,intel,core i7,14,20,32,SSD,1024,intel,integrated,15.6,windows
asus,Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),67990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,14,windows
acer,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),94990,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),75250,intel,core i5,12,16,8,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Zenbook 14X OLED 2023 M5401QA-KM541WS Laptop (Ryzen 5 5600H / 16GB/ 512GB SSD/ Win11 Home),66990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
hp,HP Pavilion 15-eh2050AU Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),43700,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),154990,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,16,windows
acer,Acer Predator Helios Neo 16 PHN16-71 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),119990,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,16,windows
acer,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),104990,intel,core i5,14,20,16,SSD,512,nvidia,dedicated,16,windows
hp,HP 250 G8 7M6L7PA Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),34890,intel,core i3,2,4,8,HDD,1024,intel,integrated,15.6,windows
hp,HP 15-fc0025AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),32490,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
hp,HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),43400,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo Thinkbook 15 21DJA049IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),40990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
acer,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),30990,intel,core i3,8,8,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),40990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,15.6,windows
hp,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31090,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
dell,Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),68990,intel,core i5,12,16,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),96389,amd,ryzen 9,8,16,16,SSD,1024,nvidia,dedicated,13.4,windows
asus,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),43990,intel,core i5,4,8,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 82K10198IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),45651,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),52990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,16,windows
acer,Acer TravelMate TMP214-53 Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),38990,intel,core i5,4,8,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),33490,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),109990,apple,m2,8,8,8,SSD,256,apple,apple,13.3,mac
asus,Asus Vivobook S15 OLED K3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),72990,intel,core i7,14,20,16,SSD,512,intel,integrated,15.6,windows
hp,HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),40499,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
